"","State","Region.Name","ASGC.2008.Code","X2006","X2007","X2008","X2009"
"877","SA","Gawler (T)",405052030,0.920249693107321,0.935986855861583,1.00073436588572,1.01139133521031
"878","SA","Playford (C) - East Central",405055681,0.86504427090135,0.862652804589889,0.939448115548358,0.93199936475026
"879","SA","Playford (C) - Elizabeth",405055683,0.767963451476132,0.766135071023519,0.83387006903997,0.829244786112334
"880","SA","Playford (C) - Hills",405055684,0.900228101792601,0.900329483423795,0.976198622683069,0.969241509296394
"881","SA","Playford (C) - West",405055686,0.856069074794752,0.848313173093402,0.930711903953474,0.929417719864083
"882","SA","Playford (C) - West Central",405055688,0.827045733538799,0.825794072650613,0.898528656375967,0.895575167098757
"883","SA","Port Adel. Enfield (C) - East",405055891,0.876754511975344,0.889363882867658,0.965364658152027,0.956282163184596
"884","SA","Port Adel. Enfield (C) - Inner",405055894,0.857396766526497,0.863266264760862,0.947865681127624,0.936395829308898
"885","SA","Salisbury (C) - Central",405057141,0.8169287225429,0.823928131297238,0.898767640887682,0.889542808750858
"886","SA","Salisbury (C) - Inner North",405057143,0.819026475479057,0.8264586545025,0.901396470516537,0.890590803209603
"887","SA","Salisbury (C) - North-East",405057144,0.874019467007949,0.872928262453681,0.951238018126257,0.953930565862534
"888","SA","Salisbury (C) - South-East",405057146,0.890721828993305,0.895191754491899,0.97593308433672,0.975964010336636
"889","SA","Salisbury (C) Bal",405057148,0.903494223452695,0.926657149094706,1.00718694770201,1.02141118466953
"890","SA","Tea Tree Gully (C) - Central",405057701,0.908698775041137,0.917583050732402,0.997547905729534,0.998253063215311
"891","SA","Tea Tree Gully (C) - Hills",405057704,0.955353862494667,0.963030225065295,1.03833459572875,1.04224326964214
"892","SA","Tea Tree Gully (C) - North",405057705,1.00867396244156,1.02197352315959,1.09683269342945,1.11312348022995
"893","SA","Tea Tree Gully (C) - South",405057708,0.916319725581355,0.926784953296992,1.00580614830099,0.994035524539873
"894","SA","Charles Sturt (C) - Coastal",405101061,1.0880433741653,1.1060431274233,1.2018531094105,1.17746011566071
"895","SA","Charles Sturt (C) - Inner East",405101064,0.908858098048946,0.918273193424746,0.998158643926137,0.996208195978735
"896","SA","Charles Sturt (C) - Inner West",405101065,0.903706654129774,0.914004533068394,0.99308686151087,0.98322328902648
"897","SA","Charles Sturt (C) - North-East",405101068,0.876435865959725,0.894143760033154,0.974950592455229,0.969241509296394
"898","SA","Port Adel. Enfield (C) - Coast",405105895,0.960160106563586,0.96890921837045,1.06008218629474,1.07585577484336
"899","SA","Port Adel. Enfield (C) - Park",405105896,0.801793036801003,0.8193527408554,0.912947388582722,0.901633086287112
"900","SA","Port Adel. Enfield (C) - Port",405105897,0.838649759274253,0.87011657000339,0.957212630919111,0.951093312571785
"901","SA","West Torrens (C) - East",405108411,0.928454828009507,0.949610783825268,1.02290681780587,1.03720778407208
"902","SA","West Torrens (C) - West",405108414,0.965152227474948,0.985370399624884,1.05673640313074,1.04579622646569
"903","SA","Adelaide (C)",405150070,1.41441655566293,1.4989132452504,1.52549124594075,1.48035607507847
"904","SA","Adelaide Hills (DC) - Central",405150121,1.21505036522405,1.26296112699003,1.35236024412116,1.37031665691025
"905","SA","Adelaide Hills (DC) - Ranges",405150124,1.09449595598158,1.13014699997444,1.25113702649289,1.22993652111933
"906","SA","Burnside (C) - North-East",405150701,1.40265320691967,1.47176763268486,1.51035556019885,1.50356531821361
"907","SA","Burnside (C) - South-West",405150704,1.48698818572013,1.52401399057936,1.58627297342005,1.58144919908668
"908","SA","Campbelltown (C) - East",405150911,0.955088324148318,0.959349464039459,1.03982161046831,1.02652335276097
"909","SA","Campbelltown (C) - West",405150914,0.99876938212274,1.00216387180526,1.0892648505585,1.07107589767786
"910","SA","Norw. P'ham St Ptrs (C) - East",405155291,1.07280147308486,1.0964322514114,1.16332349535526,1.16664788014731
"911","SA","Norw. P'ham St Ptrs (C) - West",405155294,1.37320500430956,1.4074309972541,1.46101853544719,1.51913187005204
"912","SA","Prospect (C)",405156510,1.1337690774066,1.1468893504739,1.2186616867344,1.21820409534948
"913","SA","Unley (C) - East",405157981,1.44067829811685,1.49339210371164,1.57581076257389,1.55276993609371
"914","SA","Unley (C) - West",405157984,1.27163658683104,1.33276778227863,1.38950905877539,1.39132766776606
"915","SA","Walkerville (M)",405158260,1.70839405890598,1.68514952882152,1.77687639842941,1.6804463341774
"916","SA","Holdfast Bay (C) - North",405202601,1.19871975692359,1.27313434149199,1.28531181166802,1.26766432163415
"917","SA","Holdfast Bay (C) - South",405202604,1.0290938612758,1.04817338462821,1.11422545511531,1.13344434839342
"918","SA","Marion (C) - Central",405204061,0.91207111203977,0.926784953296992,0.990750124062998,1.00098807314423
"919","SA","Marion (C) - North",405204064,0.934827748321885,0.96407821952404,1.03915776460243,1.03536740355916
"920","SA","Marion (C) - South",405204065,0.919824831753163,0.928497529607624,1.00360218002629,1.00581907199064
"921","SA","Mitcham (C) - Hills",405204341,1.05684261846928,1.07956209670965,1.14282393501711,1.15235937033174
"922","SA","Mitcham (C) - North-East",405204344,1.46359425740678,1.48406239694477,1.5186138027703,1.53329257566533
"923","SA","Mitcham (C) - West",405204345,1.00267279581407,1.01918739154975,1.09829315433437,1.11552619923292
"924","SA","Onkaparinga (C) - Hackham",405205341,0.790348334073358,0.7987507034469,0.876435865959725,0.874155182795627
"925","SA","Onkaparinga (C) - Hills",405205342,0.963612105066123,0.966020843398787,1.03103229120415,1.02603769679228
