"","State","Region.Name","ASGC.2008.Code","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"1261","ACT","Acton",805050089,2.1,1.7,1.1,1.1,0.8,2.2,3.2
"1262","ACT","Ainslie",805050189,6.2,5.7,5.1,4.7,4.2,4.3,4.7
"1263","ACT","Braddon",805050639,11.8,8.6,8.4,8.8,9.5,6.5,7.1
"1264","ACT","Campbell",805050909,9.4,6.8,6.7,7,7.6,6.5,7.1
"1265","ACT","City",805051449,5.6,4.5,3,2.9,2.4,2.3,3.3
"1266","ACT","Dickson",805051889,6.4,5.9,5.1,4.8,4.2,4.3,4.6
"1267","ACT","Downer",805051989,6.1,5.6,5,4.6,4.1,4.3,4.7
"1268","ACT","Duntroon",805052169,1,0.8,0.6,0.6,0.4,1.2,1.6
"1269","ACT","Hackett",805053609,6.1,5.6,5,4.6,4.1,4.3,4.7
"1270","ACT","Lyneham",805055229,6.1,5.6,5,4.6,4.1,4.3,4.7
"1271","ACT","Majura",805055769,3.8,3.2,2.6,2.6,2.5,1.2,2.3
"1272","ACT","O'Connor",805056389,4.8,4.3,3.8,3.5,3.1,4.3,4.7
"1273","ACT","Reid",805057209,10.3,7.5,7.4,7.7,8.3,6.5,7.2
"1274","ACT","Turner",805058289,10,7.2,7.1,7.5,8.1,6.5,7.1
"1275","ACT","Watson",805058559,6.5,6,5.3,4.9,4.4,4.3,4.7
"1276","ACT","Aranda",805100279,3.9,4,3.6,2.9,2.3,2.8,3.8
"1277","ACT","Belconnen Town Centre",805100459,3.5,3.2,3,2.5,2,2.8,3.4
"1278","ACT","Bruce",805100729,4.1,3.7,3.4,2.9,2.3,2.8,3.4
"1279","ACT","Charnwood",805101179,4.9,5,4.4,4,3.3,3.2,3.8
"1280","ACT","Cook",805101629,3.5,3.6,3.2,2.7,2.1,2.8,3.8
"1281","ACT","Dunlop",805102139,3.9,3.8,3.4,3,2.4,3.2,3.8
"1282","ACT","Evatt",805102259,3.6,3.3,3.1,2.5,2,2.8,3.4
"1283","ACT","Florey",805102619,4.5,4.6,4,3.6,3,3.2,3.9
"1284","ACT","Flynn",805102709,4,4,3.5,3.2,2.6,3.2,3.9
"1285","ACT","Fraser",805102889,4,4,3.5,3.2,2.6,3.2,3.8
"1286","ACT","Giralang",805103249,3.5,3.2,3,2.5,2,2.8,3.4
"1287","ACT","Hawker",805103879,3.6,3.7,3.2,2.7,2.1,2.8,3.8
"1288","ACT","Higgins",805103969,4.5,4.5,3.9,3.6,2.9,3.3,3.9
"1289","ACT","Holt",805104149,4.4,4.4,3.8,3.5,2.8,3.2,3.9
"1290","ACT","Kaleen",805104779,3.5,3.2,3,2.5,2,2.8,3.4
"1291","ACT","Latham",805105139,4.2,4.3,3.7,3.4,2.8,3.2,3.9
"1292","ACT","McKellar",805105409,3.8,3.4,3.2,2.6,2.1,2.7,3.4
"1293","ACT","Macgregor",805105589,4.2,4.2,3.7,3.3,2.7,3.3,3.9
"1294","ACT","Macquarie",805105679,3.9,4,3.5,2.9,2.3,2.8,3.7
"1295","ACT","Melba",805105949,4.4,4.4,3.9,3.5,2.9,3.2,3.9
"1296","ACT","Page",805106669,4.3,4.4,3.9,3.2,2.6,2.8,3.8
"1297","ACT","Scullin",805107569,3.8,3.9,3.5,2.9,2.3,2.8,3.8
"1298","ACT","Spence",805107659,4.5,4.5,3.9,3.5,2.9,3.2,3.8
"1299","ACT","Weetangera",805108649,3.6,3.7,3.3,2.7,2.1,2.8,3.8
"1300","ACT","Chifley",805151269,5.1,5.1,4.3,3.8,3,3.3,4.2
"1301","ACT","Curtin",805151719,2.7,2.4,2.2,1.6,1.6,2,1.6
"1302","ACT","Farrer",805152439,2.8,2.5,2.3,1.7,1.4,2.2,2.7
"1303","ACT","Garran",805153069,3.2,2.8,2.6,1.8,1.8,2,1.6
"1304","ACT","Hughes",805154239,3,2.7,2.5,1.8,1.7,2,1.6
"1305","ACT","Isaacs",805154419,2.8,2.5,2.2,1.7,1.4,2.2,2.7
"1306","ACT","Lyons",805155319,5.3,5.3,4.6,3.9,3.1,3.4,4.2
"1307","ACT","Mawson",805155859,2.8,2.5,2.3,1.7,1.4,2.2,2.7
"1308","ACT","O'Malley",805156489,5.9,5.9,5.2,4.4,3.5,3.4,4
"1309","ACT","Pearce",805156849,2.8,2.5,2.3,1.7,1.4,2.2,2.7
"1310","ACT","Phillip",805156939,3.8,3.8,3.3,2.8,2.2,3.4,4.1
"1311","ACT","Torrens",805158109,2.9,2.6,2.3,1.8,1.5,2.2,2.7
"1312","ACT","Chapman",805201089,3,2.7,2.1,1.8,1.9,2.2,2.9
"1313","ACT","Duffy",805202079,2.8,2.6,2,1.8,1.8,2.2,2.8
"1314","ACT","Fisher",805202529,2.9,2.7,2.1,1.8,1.9,2.2,2.9
"1315","ACT","Holder",805204059,2.9,2.6,2,1.8,1.8,2.2,2.8
"1316","ACT","Rivett",805207389,3,2.7,2.1,1.9,1.9,2.2,2.8
"1317","ACT","Stirling",805207749,2.9,2.7,2.1,1.8,1.9,2.3,2.9
"1318","ACT","Waramanga",805208469,3,2.8,2.2,1.9,2,2.2,2.8
"1319","ACT","Weston",805208739,3,2.7,2.1,1.9,1.9,2.2,2.9
"1320","ACT","Banks",805250339,3,2.8,2.6,2.7,2.4,2.4,3
"1321","ACT","Bonython",805250609,3.5,3.3,2.7,2.7,2.6,2.8,3.6
"1322","ACT","Calwell",805250819,3.6,3.4,2.8,2.8,2.3,2.8,3.6
"1323","ACT","Chisholm",805251359,3.8,3.6,2.9,2.9,2.5,2.8,3.6
"1324","ACT","Conder",805251549,3.1,2.8,2.7,2.8,2.4,2.4,3
"1325","ACT","Fadden",805252349,1.8,1.6,1.6,1.7,1.3,1.7,2
"1326","ACT","Gilmore",805253159,4,3.7,3,3,2.6,2.8,3.6
"1327","ACT","Gordon",805253289,3,2.8,2.7,2.7,2.3,2.4,3.1
"1328","ACT","Gowrie",805253339,1.8,1.7,1.6,1.7,1.3,1.7,2
"1329","ACT","Greenway",805253379,1.9,2.2,1.7,1.8,3.4,5.3,6.4
"1330","ACT","Isabella Plains",805254509,3.8,3.5,2.9,2.8,2.4,2.8,3.5
"1331","ACT","Kambah",805254869,3.9,3.7,3.2,3,2.6,3.2,3.8
"1332","ACT","Macarthur",805255489,2,1.8,1.8,1.8,1.4,1.6,2
"1333","ACT","Monash",805256129,1.9,1.8,1.7,1.8,1.4,1.7,2
"1334","ACT","Oxley",805256579,3.3,3.3,2.8,2.9,2.3,3,3.6
"1335","ACT","Richardson",805257289,3.9,3.7,3,2.9,2.5,2.8,3.5
"1336","ACT","Theodore",805258019,3.9,3.7,3,2.9,2.5,2.8,3.6
"1337","ACT","Wanniassa",805258379,3.2,3.1,2.7,2.8,2.3,3,3.6
"1338","ACT","Barton",805350369,2.1,1.7,1,1,1,1.2,1.5
"1339","ACT","Deakin",805351809,1.7,1.4,0.9,0.9,0.7,1.1,1.6
"1340","ACT","Forrest",805352789,6,4.4,4.8,4.1,4.1,4.2,4.7
"1341","ACT","Griffith",805353429,5,3.8,4.1,3.5,3.3,4,4.6
"1342","ACT","Kingston",805354959,4.7,4.1,4.1,3.7,2.8,3.1,4
"1343","ACT","Narrabundah",805356219,5.6,4.9,4.8,4.4,3.3,3,4
"1344","ACT","Oaks Estate",805356309,6.5,6.4,4.9,4.7,4.1,3.1,3.7
"1345","ACT","Pialligo",805357029,6.7,6.6,5.4,4.2,5.2,11.4,14.8
"1346","ACT","Red Hill",805357119,5.7,4.2,4.6,3.9,3.9,4.2,4.7
"1347","ACT","Symonston",805357929,16.1,15.5,13.6,10.6,12.2,11,14.4
"1348","ACT","Yarralumla",805358919,1.4,1.2,0.8,0.7,0.6,1.1,1.6
"1349","ACT","Amaroo",805400239,3.1,3.9,4.8,5.4,5.2,2.4,3.4
"1350","ACT","Gungahlin",805403519,2,2.6,NA,NA,NA,NA,NA
"1351","ACT","Hall",805403689,2.1,1.7,1.2,0.4,0.8,1.4,1.9
"1352","ACT","Harrison",805403819,2,2.4,NA,NA,NA,NA,NA
"1353","ACT","Ngunnawal",805406249,2.7,2.7,2.3,2.1,1.6,2.1,2.6
"1354","ACT","Nicholls",805406279,2.9,2.9,2.5,2.3,1.7,2.1,2.6
"1355","ACT","Palmerston",805406719,2.8,2.7,2.3,2.1,1.6,2.1,2.6
"1356","ACT","Remainder of ACT",810059009,4.8,4.4,3.5,3,3,3.6,4
