"","State","Region.Name","ASGC.2008.Code","X2006","X2007","X2008","X2009"
"1261","ACT","Acton",805050089,0.453917113962245,0.496064734075777,0.538059832884019,0.602106891441594
"1262","ACT","Ainslie",805050189,0.898801630131919,0.921538893827405,1.00228883960516,1.00972654541861
"1263","ACT","Braddon",805050639,0.95092320838132,0.970910004028067,1.02275755906644,1.02531935787677
"1264","ACT","Campbell",805050909,0.951369023293829,0.971369697791574,1.02316460746482,1.02508031711974
"1265","ACT","City",805051449,0.976993689134554,0.897745144628277,0.957125850642313,0.939319848599859
"1266","ACT","Dickson",805051889,0.896960220710687,0.919240425009869,1.00025359761327,1.0096346066659
"1267","ACT","Downer",805051989,0.89655317231231,0.919074935255006,1.00048619669806,1.00930362715618
"1268","ACT","Duntroon",805052169,1.24558748229259,1.33884889233915,1.30747822210305,1.30279051352965
"1269","ACT","Hackett",805053609,0.896805154654162,0.919534629018514,1.00054434646926,1.00970815766807
"1270","ACT","Lyneham",805055229,0.896514405798178,0.919387527014191,1.00036989715567,1.00970815766807
"1271","ACT","Majura",805055769,1.15977780326317,1.22261992117401,1.21065885306037,1.17891223813976
"1272","ACT","O'Connor",805056389,0.898801630131919,0.921538893827405,1.00257958846115,1.01016785143157
"1273","ACT","Reid",805057209,0.950961974895452,0.971627126299138,1.02331967352134,1.0251538681219
"1274","ACT","Turner",805058289,0.951252723751436,0.971167432535631,1.02295139163709,1.02535613337785
"1275","ACT","Watson",805058559,0.896669471854703,0.91933236376257,1.00044743018393,1.00965299441644
"1276","ACT","Aranda",805100279,0.914036870185482,0.911388855529168,0.972729372580122,0.97241779957237
"1277","ACT","Belconnen Town Centre",805100459,0.844722342918892,0.845082627080904,0.926325855165073,0.919828833027158
"1278","ACT","Bruce",805100729,0.843384898181366,0.843372566280658,0.926151405851482,0.919461078016352
"1279","ACT","Charnwood",805101179,0.807913537751316,0.803673412864185,0.880891500603304,0.882795903439026
"1280","ACT","Cook",805101629,0.913726738072432,0.911591120785111,0.972768139094253,0.972197146565887
"1281","ACT","Dunlop",805102139,0.807661555409463,0.804022780124451,0.880949650374501,0.882446536178761
"1282","ACT","Evatt",805102259,0.84385009635094,0.84350128053444,0.926500304478663,0.919461078016352
"1283","ACT","Florey",805102619,0.807894154494251,0.804022780124451,0.880755817803845,0.882575250432543
"1284","ACT","Flynn",805102709,0.807700321923594,0.803875678120128,0.880794584317976,0.882483311679842
"1285","ACT","Fraser",805102889,0.807952304265447,0.803894065870669,0.880949650374501,0.882685576935785
"1286","ACT","Giralang",805103249,0.843384898181366,0.843335790779577,0.926035106309089,0.919166874007708
"1287","ACT","Hawker",805103879,0.914075636699613,0.911958875795917,0.972768139094253,0.972270697568048
"1288","ACT","Higgins",805103969,0.807913537751316,0.803673412864185,0.880891500603304,0.882336209675519
"1289","ACT","Holt",805104149,0.807603405638266,0.804059555625531,0.880794584317976,0.882593638183083
"1290","ACT","Kaleen",805104779,0.8433655149243,0.842673831760127,0.925996339794957,0.919019772003386
"1291","ACT","Latham",805105139,0.807584022381201,0.804059555625531,0.880717051289714,0.882207495421737
"1292","ACT","McKellar",805105409,0.843830713093875,0.843004811269852,0.926151405851482,0.919185261758248
"1293","ACT","Macgregor",805105589,0.807816621465988,0.803838902619048,0.880581368490254,0.882593638183083
"1294","ACT","Macquarie",805105679,0.914075636699613,0.911848549292675,0.972419240467072,0.971976493559403
"1295","ACT","Melba",805105949,0.807564639124135,0.803930841371749,0.880930267117435,0.882336209675519
"1296","ACT","Page",805106669,0.913591055272973,0.911572733034571,0.972748755837187,0.972381024071289
"1297","ACT","Scullin",805107569,0.913881804128957,0.911609508535651,0.972477390238269,0.972086820062645
"1298","ACT","Spence",805107659,0.808010454036644,0.803912453621209,0.880794584317976,0.882703964686325
"1299","ACT","Weetangera",805108649,0.914191936242006,0.911885324793756,0.972496773495334,0.972307473069128
"1300","ACT","Chifley",805151269,0.940475632822961,0.95360713076966,1.01775667874351,0.992000753897772
"1301","ACT","Curtin",805151719,1.03446504633406,1.05819665584279,1.15132670318257,1.1417322065473
"1302","ACT","Farrer",805152439,0.968852721167001,0.964327189334645,1.04483508886416,1.03833788525929
"1303","ACT","Garran",805153069,1.03477517844711,1.05773696207929,1.15159806878149,1.14152994129136
"1304","ACT","Hughes",805154239,1.03460072913352,1.05815988034171,1.15117163712604,1.14169543104622
"1305","ACT","Isaacs",805154419,0.969240386308313,0.964382352586266,1.04502892143481,1.03837466076037
"1306","ACT","Lyons",805155319,0.940533782594158,0.953772620524522,1.01810557737069,0.992129468151554
"1307","ACT","Mawson",805155859,0.968910870938198,0.964437515837887,1.04460248977937,1.03831949750875
"1308","ACT","O'Malley",805156489,0.940281800252305,0.955022987561261,1.01810557737069,0.99124685612562
"1309","ACT","Pearce",805156849,0.968930254195264,0.964327189334645,1.0446994060647,1.03789657924632
"1310","ACT","Phillip",805156939,0.940087967681649,0.953294539010475,1.01802804434243,0.99249722316236
"1311","ACT","Torrens",805158109,0.969453602136035,0.963738781317356,1.04481570560709,1.03776786499254
"1312","ACT","Chapman",805201089,0.925065943455809,0.92192503658875,0.987480031207044,0.983854980408426
"1313","ACT","Duffy",805202079,0.925201626255268,0.922164077345774,0.987828929834225,0.983781429406265
"1314","ACT","Fisher",805202529,0.924988410427546,0.922384730352258,0.987732013548897,0.98407563341491
"1315","ACT","Holder",805204059,0.924872110885153,0.922108914094153,0.987887079605422,0.983634327401943
"1316","ACT","Rivett",805207389,0.924736428085693,0.922182465096314,0.988022762404881,0.983799817156806
