"","State","Region.Name","ASGC.2008.Code","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"1196","NT","Alawa",705051004,0.0107649663540323,0.0106848025287086,0.0104315379623621,0.0100775975007558,0.00952106600484548,0.0117935218437293,0.0120718933369202
"1197","NT","Anula",705051008,0.0116714898364771,0.0116011231232241,0.0115428293316029,0.0112093892200715,0.0108801630916504,0.013353788222168,0.0132572254821191
"1198","NT","Bayview-Woolner",705051011,0.0114448589658659,0.0139970072464986,0.0141466580142764,0.0152869402088388,0.0155926845122023,0.0189672605557686,0.0191586663752375
"1199","NT","Brinkin",705051014,0.00524737631184408,0.00521209879449199,0.00509409474367294,0.00503879875037791,0.00477899899544998,0.00591855235173111,0.00606116650133665
"1200","NT","City - Inner",705051018,0.0546703392489802,0.0353245792491215,0.0338173264114212,0.0293878247118195,0.037648466583939,0.0503643527073672,0.0526674176572457
"1201","NT","Coconut Grove",705051024,0.0128307939053729,0.0127360156026699,0.0124432186891629,0.0126202528701773,0.0125790344501566,0.015559080924654,0.015930527767036
"1202","NT","Fannie Bay",705051028,0.0159077438025173,0.0194192713149621,0.019654445165477,0.019868371072644,0.0182961058913904,0.0222359750357379,0.0224624644820687
"1203","NT","Jingili",705051034,0.00902165196471532,0.00895304067118382,0.00874432186891629,0.00850394189102241,0.00790344501565916,0.0097799937240682,0.0100122736519999
"1204","NT","Karama",705051038,0.0234998779679927,0.0233619718546665,0.0232316677482154,0.0227908743478632,0.022321692371329,0.0273874690561696,0.0271953864519058
"1205","NT","Larrakeyah",705051044,0.022654370489174,0.0253711518738336,0.0255272550292018,0.0258219055961674,0.0247813626425575,0.0304208360935811,0.0308438556080502
"1206","NT","Leanyer",705051048,0.0223144241832572,0.0222018595423441,0.0220798182998053,0.0216435786323925,0.0210143000650003,0.0258010529618911,0.0256317568135582
"1207","NT","Lee Point-Leanyer Swamp",705051052,0.000618876608207524,0.000613682599996637,0.000600259571706684,0.00058915185389034,0.000849435679253088,0.00105470520553677,0.00107604620273383
"1208","NT","Ludmilla",705051054,0.0111833618074684,0.0136523361971855,0.0138140817650876,0.0139458445414306,0.0121506234119246,0.0147745894494613,0.0149301410629319
"1209","NT","Malak",705051058,0.0159164603744639,0.0158464616574474,0.0157527579493835,0.0152171722261413,0.0147727944217928,0.0181479027927897,0.0180237738957916
"1210","NT","Marrara",705051064,0.00674662668665667,0.00672528876708644,0.00667585983127839,0.00660470236203381,0.00664037109259588,0.00815871134200342,0.00811237957529801
"1211","NT","Millner",705051068,0.0118196715595691,0.0117356288985658,0.0114617131732641,0.0113489251854666,0.010983572652603,0.0135891356647258,0.0139213477478689
"1212","NT","Moil",705051074,0.0104075869042223,0.0103401314793954,0.0100989617131733,0.00996131752959325,0.00970572593511789,0.0120114361423939,0.0122988718328093
"1213","NT","Nakara",705051078,0.00961437885708309,0.00954150343830388,0.00932835820895522,0.00921712571415282,0.00876026709212315,0.0108521320734981,0.0111051330766515
"1214","NT","Narrows",705051084,0.00427112025382657,0.00521209879449199,0.00527255029201817,0.0053721346677106,0.00480115818708267,0.00583138663226526,0.00588462767120063
"1215","NT","Nightcliff",705051088,0.0171454970189324,0.0170486070245641,0.016620700843608,0.0165117559050845,0.016471665780299,0.0203793452111154,0.0208568017889268
"1216","NT","Parap",705051094,0.0117760886998361,0.014392117961565,0.0145522388059701,0.0148683323126536,0.0136500620457366,0.0166050695582441,0.0167795954738807
"1217","NT","Rapid Creek",705051098,0.0146438408702625,0.0145434369588244,0.0142034393251136,0.013891580554888,0.0132881285824026,0.0164481712632056,0.0168384417505927
"1218","NT","Stuart Park",705051104,0.0253652243645619,0.0279015417724499,0.028025632706035,0.0284420809463639,0.0269972818058264,0.0332275722603814,0.0337273231669385
"1219","NT","The Gardens",705051108,0.00486384714619434,0.00593506733695378,0.00601070733290071,0.00638764641586369,0.00613809608225492,0.00746138558627663,0.00753232341913681
"1220","NT","Tiwi",705051114,0.012534430459189,0.0124249709971922,0.0121430889033095,0.0118605570585819,0.0113602789103587,0.0140598305498414,0.014392117961565
"1221","NT","Wagaman",705051118,0.0102855548969701,0.0101972190930948,0.00996917585983128,0.00978302157381065,0.00914435974708976,0.0113141103866671,0.0115843099013064
"1222","NT","Wanguri",705051124,0.0093790314145253,0.00930611833145586,0.00909312134977287,0.00910084574299026,0.00872333510606866,0.0107998326418186,0.0110546934108983
"1223","NT","Winnellie",705051128,0.00208326069523378,0.0025640163424517,0.00257138221933809,0.00266668733866154,0.00237841990190865,0.00291133503015934,0.00294231383560032
"1224","NT","Wulagi",705051134,0.0124821310275095,0.0124165643862333,0.0123458792991564,0.0120155970201319,0.0113972108964132,0.0139900979742687,0.0138961279149924
"1225","NT","City - Remainder",705051138,0.0262020152714341,0.0279435748272441,0.029185593770279,0.0287056488809991,0.0277876263073923,0.0345350580523692,0.0356188106326815
"1226","NT","East Arm",705101169,0.000453261741222412,0.000420330547942902,0.000429915639195328,0.0005193838711928,0.000406251846599303,0.000470694885115582,0.000529616490408057
"1227","NT","Bakewell",705102802,0.0114274258219727,0.0126099164382871,0.0136356262167424,0.0139768525337406,0.0152307510488684,0.0198912171821066,0.0211762530053634
"1228","NT","Driver",705102804,0.0134845368013668,0.013147939539654,0.0132300454250487,0.0127907968278824,0.012335283342197,0.015097102611485,0.0153000319451216
"1229","NT","Durack",705102806,0.0133712213660612,0.01303024698623,0.0131164828033744,0.0133799486817727,0.0143813153696153,0.0175987587601548,0.0178220152327791
